,S. No.,Message_body,Label
9,,FREE for _ _! _ _ _ 4 ur mobile every week just txt _ to _ Get _ and tell ur _. www. getzed. co. uk _ 36504 W45WQ 16 + norm150p / tone,Spam
10,,Santa Calling! _ your _ ones _ a _ from _ Xmas _? _ 09058094583 to book your time.,Spam
11,,You have won a guaranteed _ award or maybe _ _ _ _ to claim ur _ call _ on 0800. .. .. (18 + ). Its a legitimat _ number wat do _ _? ??,Spam
12,,"FREE GAME. Get Rayman Golf _ FREE from the _ Games _. _ get UR games _. _ _, then save & activ8. Press 0 _ for _. _",Spam
13,,"_! Last weekend ' s draw shows that you have won £ _ _ or a _ holiday! CALL _ 09050000332 to _. _ & _: RSTM, _ _. 150ppm",Spam
14,,Our _ _ u _ _ to 5000 pounds in compensation for the _ you had. To _ _ free reply with _ to this msg. _ _ txt STOP,Spam
15,,"_ News! _ station toilet _, _ have nothing to _ on!",Spam
16,,Cashbin. co. _ (_ _ of _ this weekend!) _. cashbin. co. uk Dear Welcome to the weekend We have got our biggest and _ _ _ _ away! ! _..,Spam
17,,Santa calling! _ your _ ones like a call from Santa Xmas _? Call _ to _ you _. _. _ last 3mins 30s T & _ www. santacalling. _,Spam
18,,PRIVATE! Your 2003 _ _ for shows _ un - _ S. I. M. points. _ _ _ _: _ Expires _ / 11 / 04,Spam
19,,2p per min to _ Germany 08448350055 from your _ line. _ _ _ min. _ _. com for info & _ ' s & C ' s. Text _ to _ out,Spam
20,,"_ _ WON! Your _ * Costa Del Sol Holiday or £ 5000 _ collection. Call _ _ toClaim. SAE, TC s, POBox334, _, SK38xh, _ £ 1. 50 / _, _",Spam
21,,"_ to Select, an _ _ with added _. You can now call our _ _ _ _ from your _ by dialling 402.",Spam
22,,Call _ for only 1 pence _ minute! Call from a _ _ _ access number 0844 _ 85 _. _ prepayment. Direct access! _. _. co. uk,Spam
23,,_ £ 400 XMAS _ IS _ FOR _! _ computer has randomly picked you from our loyal _ customers to _ a £ _ reward. Just _ _,Spam
24,,Double _ & Double _ & _ / _ price _ on _ _ Bluetooth _. Call MobileUpd8 for the very _ offers. 08000839402 or call2optout / LF56,Spam
25,,_ Out _ Your _ _ @ _. shsex. netUN fgkslpoPW fgkslpo,Spam
26,,_ 4u: Congratulations _ awarded £ _ of CD _ _ or £ 125 gift _ & _ 2 £ 100 wkly draw _ _ to 87066 TnCs www. _. com1win150ppmx3age16,Spam
27,,"New Mobiles from _, MUST _! Txt: _ to _: 89545 & collect yours _! From ONLY _ _. _. 4 - tc. biz _ _. 50gbp / mtmsg18 TXTAUCTION.",Spam
28,,PRIVATE! Your 2003 _ Statement for _ _ un - redeemed S. I. M. points. Call _ Identifier _: _ _ _ / _ / _,Spam
29,,Your weekly Cool - Mob _ are ready to _! This weeks new _ include: 1) Crazy Frog - AXEL _> >> _) Akon - _> >> 3) _ _ - _ P> >> More info in _,Spam
30,,_ only! Had your _ 11mths +? You are _ to _ to the latest colour _ _ for Free! Call _ Mobile _ _ FREE on _,Spam
31,,_! _ are trying to contact U. _ draw _ that you have won a £ _ _ _. Call _ from land line. Claim _. Valid _ only,Spam
32,,lyricalladie (_ / _) is inviting you to be her _. _ YES - _ or _ - 910. See her: www. _. _ / u / hmmross _? Send _ FRND to 62468,Spam
33,,"_> Hit the _ to get a premium _ Panther _, the _ no. _ from _, a crazy _ _ or a _ Hoody wallpaper - all 4 FREE!",Spam
34,,Natalja (25 / _) is _ you to be her friend. Reply YES - 440 or _ - _ _ her: _. SMS. _ / _ / _ STOP? Send _ FRND to 62468,Spam
35,,"URGENT! You have won a _ _ FREE membership in our £ _, _ Prize _! Txt the _: CLAIM to No: _ T & _ _. dbuk. net _ POBOX 4403LDNW1A7RW18",Spam
36,,Call _ and send our girls into erotic ecstacy. _ 60p / _. _ stop texts _ _ (_ _ ),Spam
37,,_ won ' t believe it but it ' s true. _ ' s Incredible Txts! _ G now to learn _ _ things that will _ your _. From _ only _ / _,Spam
38,,"_ SERVICES. for your _ _ credits, pls _ _. comuk. net _ = 3qxj9 unsubscribe with STOP, no _ charge. help _. COMUK. 220 - _ _",Spam
39,,_ have 1 _ message. Call 0207 - _ - _,Spam
40,,_ current leading _ is 151. _ _ this _ send OUT. _ Care: 08718726270,Spam
41,,You can _ £ 2. _ to _ ' s _ _ _ _ fund by _ DONATE to 864233. _ 2. 50 will be added to your _ bill,Spam
42,,83039 _ = _ 450 UK Break AccommodationVouchers terms & conditions _. _ claim you mustprovide your _ _ which is _,Spam
43,,Natalie (20 / F) is _ you to be her _. Reply YES - 165 or _ - 165 _ her: _. SMS. _ / _ / _ STOP? _ STOP FRND to _,Spam
44,,_ MESSAGE. _ is a _ _ attempt. You have important messages waiting out our _ claims _. Expires _ / 4 / _. _ _ NOW!,Spam
45,,_ ' d _ to tell you my deepest darkest _. _ me _ just 60p / _. To stop _ _ 08712460324 (_ rate ),Spam
46,,_ your garden _ for summer with a FREE _ of summer _ and _ _ £ 33: 50 only with The Scotsman this Saturday. _ _ _ _. co. uk,Spam
47,,Buy _ Invaders 4 a chance 2 win orig _ _ console. _ 0 for Games _ (std WAP charge) See o2. _. uk / _ 4 _ + settings. _ _,Spam
48,,_ _ _ XMAS REWARD IS WAITING FOR YOU! _ _ has randomly _ you from our loyal mobile customers to receive a _ 400 _. Just _ _,Spam
49,,_! _ Mobile _ has been _ with a _ _ prize _. Call 09061790126 from _ _. Claim 3030. Valid 12hrs only 150ppm,Spam
50,,ree _ in 2 a _ comp for a chance to win an ipod. _ _ to _ to get _ (std txt _) T & C ' s apply _ for _ _ +,Spam
51,,Get the _ _ poly _ or colour flag on yer mobile for tonights _! _ _ or _ to 84199. Optout txt ENG _ _ _ £ 1. 50,Spam
52,,_ you know is _ to _ you via our _ _! _ find out who it could be _ from your _ or landline 09064015307 _,Spam
53,,"_ this is Amy, we will be _ you a _ _ _ in a _ of _, which will _ you an _ to all the adult _. ..",Spam
54,,Thanks _ your continued support Your question this week will enter _ in2 our _ _ £ 100 _. Name the NEW _ _? _ _ to 80082,Spam
55,,Todays Vodafone _ _ with 4882 are _ to a receive a _ _ _. If your number matches _ 09064019014 to receive your £ _ _.,Spam
56,,_ cash - balance is currently _ _ - to _ ur cash - in now send _ to _ only 150p / _. CC: _ HG / Suite342 / _ Row / _,Spam
57,,_ Voda numbers ending with _ are selected to receive a _ _ reward. If you have a _ please _ _ quoting _ code 7684 _ _ apply.,Spam
58,,_! Your 2003 _ _ for 07808247860 _ 800 un - redeemed _. I. M. _. Call 08719899229 Identifier Code: _ Expires _ / _ / _,Spam
59,,_ _ user ID is _. For removal _ STOP to 87239 customer _ 08708034412,Spam
60,,"URGENT! _ _ No 07808726822 was awarded a £ 2, 000 _ Caller Prize on _ / _ / 03! _ is our 2nd _ to _ YOU! _ 0871 - _ - 9758 BOX95QU",Spam
61,,"Goal! Arsenal 4 (_, 7 _ _ _ Henry scores with a simple _ from _ yards from a pass by Bergkamp to _ Arsenal a 2 _ _ after _ mins.",Spam
62,,_ _ Play the official Ultimate _ - _ game (£ _. 50) on _ _ right now. Text _ to 83338 for the game & we ll _ _ a FREE 8Ball wallpaper,Spam
63,,"WIN: We have a _! _. T. _ won an iPod! _ _ _ soon, so _ an _ on _ _ or visit www. win - 82050. co. uk",Spam
64,,_ News! Call FREEFONE _ to claim your guaranteed _ 1000 CASH or £ _ _. _ to a live _ _!,Spam
65,,"Get _ Lions England tone, _ _ 4 mono or lionp _ poly. 4 more go _ _. _. co. uk, the original n _. _ 3GBP network operator _ apply.",Spam
66,,"_ up your mob with a Halloween collection of a _ & _ _ plus a free eerie _, _ _ _ to 8007 _ 08701417012150p per _ / pic",Spam
67,,Phony _ _ award - Todays Voda numbers ending _ are selected to receive a _ 350 award. _ you have a match please call 08712300220 quoting _ _ _ standard _ _,Spam
68,,Sunshine _! _ a super _ DVD recorder if you canname the capital of _? Text _ to _. _,Spam
69,,"_ babe its Chloe, how r u? I was _ on saturday night, it was great! How was your _? _ been _ me? _ _. com _ stop to stop _ / _",Spam
70,,_ _ to _ you re your _ to our _ of a _ _ 750 anytime any network mins Half Price Line _ Camcorder _ or call 08000930705,Spam
71,,"_ r subscribed 2 TEXTCOMP _ wkly _. 1st wk? s _ question _, subsequent _ charged @ 150p / msg. _ _ txt STOP _ 84128, custcare _",Spam
72,,_ (_ / M) is _ you to be his friend. Reply YES - _ or NO - 762 See him: www. _. _ / _ / goldviking _? _ STOP _ to 62468,Spam
73,,"_ is the 2nd _ to contract _, you have won this weeks _ _ of either £ _ _ or £ _ _. Just call 09066361921",Spam
74,,"YOU VE WON! Your 4 * Costa Del _ Holiday or _ 5000 _ _. _ 09050090044 Now toClaim. SAE, _ s, POBox334, Stockport, _, Cost £ 1. _ / _, _",Spam
75,,"_ 2 mobile 3G Videophones _ yours. _ 09063458130 now! videochat _ _ mates, _ java _, Dload polypH music, _ _. bx420. ip4. _. 150p",Spam
76,,PRIVATE! Your _ _ Statement for shows _ _ - _ _. _. M. points. Call 08715203652 _ _: 42810 Expires 29 / 10 / _,Spam
77,,_ call our _ _ _ on _ 169 6031 between 10am - _ as you have WON a _ £ _ cash or £ _ prize!,Spam
78,,Want the _ Video handset? _ _ any _ mins? Half price line _? _ or _ 08000930705 for _ tomorrow,Spam
79,,"This is the _ time we have _ _ _ _. U have won the 750 _ prize. _ claim is easy, call 08712101358 NOW! Only 10p per min. _ - _ - _",Spam
80,,"Urgent - call 09066649731from _. Your complimentary 4 * _ Holiday or £ _, 000 _ await collection SAE _ & _ _ _ 434 SK3 _ _ 18 +",Spam
81,,_ only! _ your mobile 11mths +? _ are _ to update to the latest _ _ mobile for Free! _ The _ _ _ FREE on 08002986906,Spam
82,,_! Your _ Account Statement for 078498 * * * * 7 _ 786 _ Bonus Points. _ _ call 08719180219 Identifier _: 45239 _ _. _. 05,Spam
83,,* * FREE _ * * Thanks for _ the _ Subscription Service. _. 150p / MSGRCVD _ _ an _ txt OUT. 2 Unsubscribe _ _ CustomerCare _,Spam
84,,Bored _! Chat _ _ now! 0871750. 77. _! _ - _ _ _ / min only from landlines!,Spam
85,,_ your mobile 11mths? Update for _ to Oranges _ _ camera mobiles & unlimited _ _. Call _ _ on freefone _ or 2StopTxt,Spam
86,,PRIVATE! _ 2003 _ Statement for _,Spam
87,,_ video _ phones with Half Price _ _ for _ _ and _ cross ntwk _ 100 _. Call MobileUpd8 08001950382 or Call2OptOut / 674,Spam
88,,Get your _ ready for _ with a _ _ of summer _ and _ worth £ _: 50 only with The _ this Saturday. To stop go2 _. co. _,Spam
89,,_! _ _ your free _ _ _ to 88888 now! T & C apply. _ only. Need _? _ 08701213186.,Spam
90,,_ We are trying to _ you Last weekends draw _ u have won a _ _ prize _ Call _ Claim code _ Valid 12hrs 150p _,Spam
91,,You are being _ off! _ your mobile content from _. _. _ call _ poly / _ / Pix / _ / _ _ downloads for only 3,Spam
92,,No 1 _ tone _ _ mob every _! Just txt PT2 to 87575. _ Tone _! so _ txtin now and _ ur friends. _ / tone. 16 reply HL _,Spam
93,,PRIVATE! Your 2003 _ _ for <_ no> shows 800 un - redeemed S. _. M. points. Call _ _ _: _ _ 26 / 10 / _,Spam
94,,"_ are guaranteed the latest Nokia Phone, a _ iPod _ _ or a _ 500 prize! Txt word: _ to No: _! _ LdnW15H _ / _",Spam
95,,_ _ _ Have your _ meal on us. _ the _ _ on your pc 2 _ a _ 4 1 dining experiencehttp: / / www. vouch4me. _ / etlp / dining. asp,Spam
96,,* FREE * _ _ Text SUPER to 87131 to _ your FREE _ _ of the _ now! _ SN PoBox202 NR31 7ZS _ _,Spam
97,,Dear _ U ' ve been invited to _. This is our final _ to _ _! _ CHAT to 86688 150p / _ / _ / 2Lands / Row / _ LDN _,Spam
98,,"_, the _ _ are _ for you to _ them. _ now for a great night _. _ _ to stop this service",Spam
99,,"_ FROM _: To get _. 50 _ free call _ and details of _ _ pls _ 2 this text with your _ _, house no and postcode",Spam
100,,Urgent! _ _ 09061213237 from a landline. £ 5000 cash or a _ * _ await _. _ & _ SAE _ _ _ M227XY. 16 +,Spam
101,,_ r a _ U ave been specially _ 2 receive £ _ cash or a _ * holiday (flights inc) _ to a _ _ 2 claim _ / min (_ ),Spam
102,,_: i have had _ of these. _ _ after i _ a text to _ _ radio _ week. Any connection do you _ or _?,Spam
103,,"Got what it takes _ take _ in the _ Rally in _? _ can with Lucozade _! _ RALLY LE to _ (25p ), see _ or lucozade. co. uk / wrc & itcould be _!",Spam
104,,_ _ IF 0870 CHATLINES INCLU IN _ MINS. INDIA _ SERVs SED YES. L8ER GOT _ BILL. 3 DONT GIV A SHIT. _ DUE _ DAYS. I O £ _ 3 WANT _ _,Spam
105,,Txt: _ to _: 86888 & _ your _ of _ hours talk time to _ from your phone now! _ / _ _ 3hrs 16 stop? txtStop _. gamb. tv,Spam
106,,_ _ _! As a valued _ customer our _ has picked YOU to _ a _ _ prize. To collect is easy. _ call 09061743386,Spam
107,,_ msg is for your mobile _ order _ has been resent as _ _ failed _ to network _ Queries to _ @ netvision. _. com,Spam
108,,"_ entry to the gr8prizes wkly _ _ a chance to win the _ Nokia 8800, _ or _ 250 cash every _. _ _ to 80878 http / / _. gr8prizes. com 08715705022",Spam
109,,"_ your mobile _ _? Update to the latest Camera / _ phones for FREE. _ UR SAME NUMBER, _ _ _ mins / texts. _ YES for a _",Spam
110,,"_ you don ' t, your prize will go to _ _. T & _ at www. t - c. biz _ + 150p / min Polo Ltd Suite 373 _ _ 6HL _ _ _ if busy",Spam
111,,_ _ - A BRAND _ _ 7250 is up _ auction today! _ is FREE 2 join & _ part! Txt _ to _ now!,Spam
112,,_ iscoming & ur _ either £ 500 CD _ _ & _ entry 2 r _ 100 _ draw txt MUSIC to 87066 _ www. Ldew. _,Spam
113,,Urgent! _ call _ from _. _ 5000 cash or a luxury 4 * Canary _ _ _ collection. T & _ SAE PO _ 177. M227XY. _. 16 +,Spam
114,,Do you _ a _ Nokia _ colour phone DeliveredTomorrow? _ 300 free _ to any mobile + 100 free _ + Free Camcorder _ or _ _.,Spam
115,,URGENT! _ Mobile _ has been _ with a £ _ prize _. Call 09061790121 from _ _. _ 3030. _ 12hrs only 150ppm,Spam
116,,"_ _ announcement. _ recently _ to _ a delivery to you but were unable to do so, please _ _ to re - _. _: _",Spam
117,,"This is the _ time we have tried 2 _ u. U have won the £ _ Pound prize. 2 claim is _, call _ _! Only 10p _ _. _ - national - _.",Spam
118,,URGENT _ is our 2nd _ to _ U. Your _ 900 prize from _ is still awaiting _. _ claim CALL NOW _,Spam
119,,5p 4 _ Moon ' s Children in _ song on ur _. _ ur _. _ Tone charity to 8007 for Nokias or Poly _ for polys: zed _ profit _ _.,Spam
120,,Call Germany for only 1 pence! Call from a fixed via access number 0844 861 85 85. No prepayment. Direct! www. telediscount. co. uk,Spam
121,,goldviking (29 / M) is inviting you to be his friend. YES - 762 or NO - See him: . SMS. ac / u / STOP? STOP FRND to 62468,Spam
122,,Phony 350 award - Todays numbers ending XXXX are selected to receive a 350 award. If you have a match please call 08712300220 quoting claim code 3100 rates app,Spam
123,,"Welcome to Select, an with added. You can now call our specially trained advisors FREE from your mobile by dialling 402.",Spam
124,,"Free to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £ cash every wk. TXT to 80878 / / www. gr8prizes. com 08715705022",Spam
125,,"Hi babe its, how r? was smashed on saturday night, it was great! How was your? U been missing me? SP visionsms. com Text stop to stop 150p /",Spam
126,,URGENT We are trying to contact you Last weekends draw shows u have won a £ 1000 prize GUARANTEED Call 09064017295 Claim code Valid 12hrs,Spam
127,,Santa! Would your little like a call from Santa Xmas? Call 09058094583 to book your time.,Spam
128,,The most sparkling breaks from 45 per person; call 0121 2025050 or visit. shortbreaks. org. uk,Spam
129,,"GAME. Get Rayman Golf 4 FREE from the Games Arcade. 1st get games settings. Reply POST, then save & activ8. Press 0 key for. Termsapply",Spam
130,,You have a guaranteed £ 1000 cash or a £ 2000 prize. To claim yr prize call our customer service on between 10am - 7pm 10p,Spam
131,,5p 4 Moon ' s in need on ur mob. Tell m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,Spam
132,,"Customer service announcement. We recently tried to make a to you but were unable to do so, please call to re - schedule.:",Spam
133,,Get your garden for summer with a FREE selection of summer bulbs and seeds worth £ 33: 50 only with this Saturday. To stop go2. co. uk,Spam
134,,a £ 200 Shopping spree WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £ 1..,Spam
135,,* FREE * POLYPHONIC RINGTONE Text SUPER to 87131 to get your POLY TONE of the week now! 16 SN PoBox202 subscription 450pw,Spam
